LISTADO CLIENTES ACTIVOS,,,,,,,,
"Derivados Siderurgicos,C.A.",,,,,,,,
,,MOTATAN EDO TRUJILLO JALISCO.TRUJILLO,,,,,,
martes 13 septiembre 2022,,,,,Page 1 of,,, 89
,,,,,,,ESTADO,
CODIGO,NOMBRE / DIRECCION,,RIF/CEDULA,,,,CIUDAD,
C-1935,,AGROPECUARIA 7HA S.A                              ,J-30105121-1        ,,,,,
,,,,,,,,
,,AV FRANCISCO DE MIRANDA EDIFICIO MULTI  ,,,,,,
,,,,,,,,
,,CENTRO  EMPRESARIAL  DEL  ESTE  TORRE   ,,,,,,
,,,,Telf.:,,            ,,
,,MIRANDA NUCLEO A PISO 14 OF 147.CCAS    ,,,,,,
C-1237,,"ALFARERIA STA TERESA, C.A     ",J-00000971-6,,,,,
,,,,,,,,
,,SECTOR PTE CARRERA CARRET YARE,,,,,,
,,,,,,,,
,,STA TERESA DEL TUY EDO MIRANDA,,,,,,
,,,,Telf.:,,   -        ,,
,, ,,,,,,
C-1183,,"ALIVA STUMP, C.A.                                 ",J-00001030-7        ,,,,,
,,,,,,,,
,,AV. PPAL. LA CASTELLANA ENTRE           ,,,,,,
,,,,,,,,
,,1RA. Y 2DA.TRANSV. CARACAS              ,,,,,,
,,,,Telf.:,,   -        ,,
,,                                        ,,,,,,
C-1795,,"""AMERICAN HOLDING, C.A                            ",J-31514995-8        ,,,,,
,,,,,,,,
,,CALLE LOPEZ AVELEDO URB. CALICANTO      ,,,,,,
,,,,,,,,
,,TORRE CALICANTO PISO 4 OFIC. 4-7        ,,,,,,
,,,,Telf.:,,            ,,
,,VALENCIA EDO. CARABOBO                  ,,,,,,
C-1896,,AMEZQUITA VIZCAYA ALBERTO                         ,V-12865747-5        ,,,,,
,,,,,,,,
,,AV PLAYA GRANDE QTA MIRAMAR URB PLAYA   ,,,,,,
,,,,,,,,
,,GRANDE. LA GUAIRA                       ,,,,,,
,,,,Telf.:,,02127630607 ,,
,,                                        ,,,,,,
C-0813,,"A.P.P. , C.A.                 ",J-30441132-4        ,,,,,
,,,,,,,,
,,CALLE 10 ESQUINA CARRERA 23   ,,,,,,
,,,,,,,,
,,# 23-17 ** BARQUISIMETO-LARA  ,,,,,,
,,,,Telf.:,,            ,,
,, ,,,,,,
C-1605,,ARBECO C.A                                        ,J-31147153-7        ,,,,,
,,,,,,,,
,,LA VINA C.C SIGLO XXI P-5 PH-1          ,,,,,,
,,,,,,,,
,,VALENCIA EDO. CARABOBO                  ,,,,,,
,,,,Telf.:,,02418672946 ,,
,,                                        ,,,,,,
C-1619,,"ARMONIA, CA                                       ",J-31405255-1        ,,,,,
,,,,,,,,
,,ZONA IND LOS CUROS CONJUNTO RESID. EL   ,,,,,,
,,,,,,,,
,,ROSARIO EDIF.A LOCAL 1 MERIDA EDO.MERIDA,,,,,,
,,,,Telf.:,,02742660262 ,,
,,                                        ,,,,,,
C-1597,,"ASEBIR, C.A                                       ",J-30435749-4        ,,,,,
,,,,,,,,
,,AV BOLIVAR NORTE URB. GUAPARO C.C.,,,,,,
,,,,,,,,
,,GUAPARO PA-54 VALENCIA,,,,,,
,,,,Telf.:,,02418244729 ,,
,, ,,,,,,
C-0824,,"ASIVEM, C.A.                  ",J-08504530-9        ,,,,,
,,,,,,,,
,,CARRERA 3 ENTRE CALLES 31 Y 32,,,,,,
,,,,,,,,
,,ZONA IND. I * BARQTO. EDO.LARA,,,,,,
,,,,Telf.:,,            ,,
,, ,,,,,,
C-1101,,"ASOC. CIVIL PIEDRAS DEL SOL,CA",J-30732386-8        ,,,,,
,,,,,,,,
,,C.C. PUENTE CRISTAL PLTA. ALTA,,,,,,
,,,,,,,,
,,L-32 ***** MARACAIBO EDO.ZULIA,,,,,,
,,,,Telf.:,,            ,,
,, ,,,,,,
C-1852,,ASOCIACION COOPERATIVA ANDES ,J-29543407-3        ,,,,,
,,,,,,,,
,,CALLE 2 CASA NRO 2B-42 URB. BUENOS AIRES,,,,,,
,,,,,,,,
,,EL VIGIA ESTADO MERIDA                  ,,,,,,
,,,,Telf.:,,            ,,
,,                                        ,,,,,,
martes 13 septiembre 2022,,,,,Page 2 of,,, 89
,,,,,,,ESTADO,
CODIGO,NOMBRE / DIRECCION,,RIF/CEDULA,,,,CIUDAD,
C-1866,,ASOCIACION COOPERATIVA SOLUCIONES TECNICOS        ,J-31084006-7        ,,,,,
,,,,,,,,
,,CALLE GRACILAZO CC IBARRA NIVEL 3 OF #32,,,,,,
,,,,,,,,
,,URB COLINAS DE BELLO MONTE. CARACAS     ,,,,,,
,,,,Telf.:,,            ,,
,,                                        ,,,,,,
C-0736,,ASOCIACION VINCCLER DELL ACQUA,J-30521976-1        ,,,,,
,,,,,,,,
,,AVENIDA LA SALLE EDIFICIO     ,,,,,,
,,,,,,,,
,,FIORELLA PB LOS CAOBOS        ,,,,,,
,,,,Telf.:,,            ,,
,, ,,,,,,
C-0841,,"ASOPROGAR,A.C.",J-00251778-6        ,,,,,
,,,,,,,,
,,LOS RUICES SUR C/CHICAGO CTRO           ,,,,,,
,,,,,,,,
,,EMP. STURGIS P-2 OF-3 CARACAS           ,,,,,,
,,,,Telf.:,,02122577735 ,,
,, ,,,,,,
C-1354,,ASTALDI DE VENEZUELA C.A,J-00289782-1,,,,,
,,,,,,,,
,,CCCT 1RA ETAPA P-6 OF-620,,,,,,
,,,,,,,,
,,CARACAS,,,,,,
,,,,Telf.:,,3232303,,
,, ,,,,,,
C-1202,,A.Z.CONSTRUCCIONES S.A                            ,J-30597098-0        ,,,,,
,,,,,,,,
,,AV TEREPAIMA CON PROLONGACION AVENIDA   ,,,,,,
,,,,,,,,
,,LOS LEONES CC RIO LAMA STA ETAPA NIVEL  ,,,,,,
,,,,Telf.:,,0251552177  ,,
,,4 OF 4-8 SECTOR LOS LEO. BARQUISIMETO,,,,,,
C-0397,,"BABROCAS SERVICE, C.A.        ",J-00208009-4        ,,,,,
,,,,,,,,
,,4TA.TRANSVERSAL DE LOS PALOS  ,,,,,,
,,,,,,,,
,,GRANDES QTA.JOCAR - CARACAS   ,,,,,,
,,,,Telf.:,,002-2848675 ,,
,, ,,,,,,
C-1357,,BANESCO,J-07013380-5,,,,,
,,,,,,,,
,,EDIF BANESCO TORRE 1 P-7 ,,,,,,
,,,,,,,,
,,LAS MERCEDES CARACAS,,,,,,
,,,,Telf.:,,02129013012,,
,, ,,,,,,
C-1873,,BIENES IRUVEN C.A                                 ,J-29561369-5        ,,,,,
,,,,,,,,
,,CALLE LAS PLANADAS QTA ANTIGUA HACIENDA ,,,,,,
,,,,,,,,
,,SANTA CRUZ URB VALLE GRANDE.GUATIRE EDO ,,,,,,
,,,,Telf.:,,02122644973 ,,
,,MIRANDA                                 ,,,,,,
C-1571,,C.A. CAPAC                                        ,J-07002461-5        ,,,,,
,,,,,,,,
,,CALLE 144 ENTRE AV 62 Y 65              ,,,,,,
,,,,,,,,
,,#62-315 MARACAIBO EDO ZULIA             ,,,,,,
,,,,Telf.:,,02617363710 ,,
,,                                        ,,,,,,
C-1924,,"C.A. DE PUERTOS, ESTRUCTURAS Y VIAS (C.A.P.E.V.)  ",J-00030350-9        ,,,,,
,,,,,,,,
,,AV RIO CAURA EDIF TORRE HUMBOLDT PISO 20,,,,,,
,,,,,,,,
,,OF 06 URB PRADOS DEL ESTE.CARACAS       ,,,,,,
,,,,Telf.:,,02129773700 ,,
,,                                        ,,,,,,
C-2072,,C.A. PROSALCA,J-315342413,,,,,
,,,,,,,,
,,AV. INTERCOMUNAL BARQUISIMETO VIA QUIBOR,,,,,,
,,,,,,,,
,,KM 16 Y 17 SECTOR OESTE,,,,,,
,,,,Telf.:,,0251-6945542,,
,,                                        ,,,,,,
C-1069,,"CABILLAS Y PERFILES CABIPERCA, C.A.               ",J-00136786-1        ,,,,,
,,,,,,,,
,,CARRETERA STA LUCIA STA TERESA STA LUCIA,,,,,,
,,,,,,,,
,,DEL TUY PARC IND SANTA EPIFANIA CARACAS ,,,,,,
,,,,Telf.:,,   -        ,,
,,                                        ,,,,,,
martes 13 septiembre 2022,,,,,Page 3 of,,, 89
,,,,,,,ESTADO,
CODIGO,NOMBRE / DIRECCION,,RIF/CEDULA,,,,CIUDAD,
C-0700,,"CALF CONSTRUCCIONES, C.A.     ",J-30308995-0        ,,,,,
,,,,,,,,
,,URB. LAS MERCEDES  CALLE LA   ,,,,,,
,,,,,,,,
,,CINTA QTA. MARIMAR - CARACAS  ,,,,,,
,,,,Telf.:,,            ,,
,, ,,,,,,
C-0093,,"CAMINOS Y CONSTRUCCIONES, C.A.",J-09002299-6        ,,,,,
,,,,,,,,
,,CALLE 31 C/AV. 3 EDIF. DON    ,,,,,,
,,,,,,,,
,,EVARISTO MERIDA-MERIDA        ,,,,,,
,,,,Telf.:,,   -        ,,
,, ,,,,,,
C-1474,,CARLOS GAYOSO                 ,V-6.342.290         ,,,,,
,,,,,,,,
,,BOULEVARD AMADOR BENDAYAN IGLE,,,,,,
,,,,,,,,
,,STA ROSA D LIMA QBA HONDA CCAS,,,,,,
,,,,Telf.:,,02125719224 ,,
,,                              ,,,,,,
C-1546,,CASABLANCA C.A                ,J-31179563-8        ,,,,,
,,,,,,,,
,,AV NORTE 2 URB ALTAMIRA EDIF. ,,,,,,
,,,,,,,,
,,INSBANCA P-2 OF-8 CARACAS     ,,,,,,
,,,,Telf.:,,02617925106 ,,
,,                              ,,,,,,
C-1682,,"CASAGROUP, C.A.",J-30965221-4,,,,,
,,,,,,,,
,,AVENIDA PRINCIPAL SECTOR CENTRO C.C.,,,,,,
,,,,,,,,
,,ANNA PISO 2 LOCAL 20 BARCELONA,,,,,,
,,,,Telf.:,,            ,,
,, ,,,,,,
C-0019,,"CASAS SALCEDO, C.A.""CASALCA""                      ",J-09017202-5        ,,,,,
,,,,,,,,
,,AV ANDRES BELLO CC CIUDAD ALTO CHAMA    ,,,,,,
,,,,,,,,
,,NIVEL 4 OF 04-03 URB ALTO CHAMA MERIDA  ,,,,,,
,,,,Telf.:,,   -        ,,
,,                                        ,,,,,,
C-1152,,"CCIO. URBANISTICO DEL TUY, C.A",J-00250876-0        ,,,,,
,,,,,,,,
,,C.C. EL COLONIAL LOCAL # 31   ,,,,,,
,,,,,,,,
,,PLANTA BAJA. CUA EDO. MIRANDA ,,,,,,
,,,,Telf.:,,            ,,
,, ,,,,,,
C-1612,,CENTRAL AZUCARERO PORTUGUESA C.A                  ,J-07505170-0        ,,,,,
,,,,,,,,
,,CARRET. NACIONAL VIA PAYARA SECTOR      ,,,,,,
,,,,,,,,
,,PIEDRITAS BLANCAS.ACARIGUA-PORTUGUESA   ,,,,,,
,,,,Telf.:,,02556211433 ,,
,,                                        ,,,,,,
C-1835,,"CENTRO COMERCIAL CIUDAD BETANIA CUA,C.A.          ",J-29684309-0        ,,,,,
,,,,,,,,
,,AV. BOLIVAR C.C.TAMANACO TUY NIVEL 3 #40,,,,,,
,,,,,,,,
,,ZONA CENTRO.                            ,,,,,,
,,,,Telf.:,,0239-2481004,,
,,                                        ,,,,,,
C-0635,,"CENTRO COMERCIAL ZEECA, C.A.  ",J-30367288-4        ,,,,,
,,,,,,,,
,,CALLE SUCRE No. 61 SAN JUAN DE,,,,,,
,,,,,,,,
,,LOS MORROS ESTADO GUARICO     ,,,,,,
,,,,Telf.:,,   -        ,,
,, ,,,,,,
C-1815,,"CIBELES,C.A.                                      ",J-294379737         ,,,,,
,,,,,,,,
,,CALLE BARIQUIGUA CON BOULEVAR TEREPAIMA ,,,,,,
,,,,,,,,
,,EDIF.DALFA PISO 2 OFIC.A-23             ,,,,,,
,,,,Telf.:,,04166505353 ,,
,,URB. EL PEDREGAL                        ,,,,,,
C-1942,,CISA INVERSIONES C.A                              ,J-31190156-6        ,,,,,
,,,,,,,,
,,AV BUENA VISTA LOCAL NRO S/N URB        ,,,,,,
,,,,,,,,
,,RESIDENCIAL VISTA LINDA  CARACAS        ,,,,,,
,,,,Telf.:,,            ,,
,,                                        ,,,,,,
martes 13 septiembre 2022,,,,,Page 4 of,,, 89
,,,,,,,ESTADO,
CODIGO,NOMBRE / DIRECCION,,RIF/CEDULA,,,,CIUDAD,
C-1777,,CITIC INTERNATIONAL CONTRACTING CO.LTD            ,J-31711110-9        ,,,,,
,,,,,,,,
,,AV LIBERTADOR EDIF NUEVO CENTRO PISO 11 ,,,,,,
,,,,,,,,
,,OF 11-A URB CHACAO                      ,,,,,,
,,,,Telf.:,,            ,,
,,                                        ,,,,,,
C-1481,,CODEMSA N.V.                  ,                    ,,,,,
,,,,,,,,
,,"CUMANA 69,2ND. FLOOR,P.O BOX  ",,,,,,
,,,,,,,,
,,14 ARUBA ANTILLAS HOLANDESAS  ,,,,,,
,,,,Telf.:,,00297822235 ,,
,,                              ,,,,,,
C-1760,,COHIN C.A                                         ,J-30160354-0        ,,,,,
,,,,,,,,
,,AV ANDRES BELLO CC SAN ANTONIO NIVEL PB ,,,,,,
,,,,,,,,
,,LOCAL 9 URB SAN ANTONIO. MERIDA         ,,,,,,
,,,,Telf.:,,02742660267 ,,
,,                                        ,,,,,,
C-1063,,"COINDECA EDIFICO, C.A.        ",J-00116239-9        ,,,,,
,,,,,,,,
,,EDIF PARQUE CRISTAL TORRE ESTE,,,,,,
,,,,,,,,
,,PISO 8 OFICINA 8-9. CARACAS   ,,,,,,
,,,,Telf.:,,   -        ,,
,, ,,,,,,
C-0853,,"COLUMBUS HOTELS CORPORATION,CA",J-30490958-6        ,,,,,
,,,,,,,,
,,RES.MONT BLANC AV.MONTE SACRO ,,,,,,
,,,,,,,,
,,OF. S1 C.BELLO MONTE - CARACAS,,,,,,
,,,,Telf.:,,   -        ,,
,, ,,,,,,
C-0747,,"COMERCIAL EL MARQUEZ, C.A.    ",J-30408775-6        ,,,,,
,,,,,,,,
,,CARRERA 12 ENTRE CALLES 12 Y  ,,,,,,
,,,,,,,,
,,13 CALABOZO ESTADO GUARICO    ,,,,,,
,,,,Telf.:,,   -        ,,
,, ,,,,,,
C-1836,,"COMERCIAL SUPER FABULOSO, C.A.                    ",J-31709293-7        ,,,,,
,,,,,,,,
,,AV.BOLIVAR NRO 26 SECTOR CENTRO VILLA   ,,,,,,
,,,,,,,,
,,DE CURA EDO.ARAGUA.                     ,,,,,,
,,,,Telf.:,,02443860433 ,,
,,                                        ,,,,,,
C-1985,,"COMERCIALIZADORA ANGOLO, C.A                      ",J-30539382-6        ,,,,,
,,,,,,,,
,,CALLE EL CARMEN EDIF. CENTRO DOS CAMINOS,,,,,,
,,,,,,,,
,,PISO 4 APT 4-B URB LOS DOS CAMINOS.     ,,,,,,
,,,,Telf.:,,            ,,
,,CARACAS.MIRANDA                         ,,,,,,
C-1696,,"CONABE, C.A                                       ",J-30926476-1        ,,,,,
,,,,,,,,
,,AV PRINCIPAL DE VIBORAL URB BELLO CAMPO ,,,,,,
,,,,,,,,
,,CC BELLO CAMPO 16 BARCELONA             ,,,,,,
,,,,Telf.:,,02916431257 ,,
,,                                        ,,,,,,
C-1436,,CONACERO C.A                  ,J-00153519-5        ,,,,,
,,,,,,,,
,,AV VENEZUELA TORRE AMERICA P-1,,,,,,
,,,,,,,,
,,OF-109 CARACAS                ,,,,,,
,,,,Telf.:,,02127616478 ,,
,,                              ,,,,,,
C-1871,,CONCRETERA CARACAS ORIENTE C.A                    ,J-08022802-2        ,,,,,
,,,,,,,,
,,AV PRINCIPAL DE MESONES EDIF CONCRETERA ,,,,,,
,,,,,,,,
,,CARACAS ORIENTE PISO PB OF 1 ZONA       ,,,,,,
,,,,Telf.:,,            ,,
,,INDUSTRIAL MESONES. BARCELONA           ,,,,,,
C-2000,,"CONCRETERA INDUSTRIAL BARINAS, C.A.               ",J-30323830-0        ,,,,,
,,,,,,,,
,,CTRA TRONCAL 5 BARINAS-SAN CRISTOBAL    ,,,,,,
,,,,,,,,
,,LOCAL GALPON NRO S/N SECTOR LA CARAMUCA ,,,,,,
,,,,Telf.:,,            ,,
,,BARINAS.                                ,,,,,,
martes 13 septiembre 2022,,,,,Page 5 of,,, 89
,,,,,,,ESTADO,
CODIGO,NOMBRE / DIRECCION,,RIF/CEDULA,,,,CIUDAD,
C-1523,,CONCRETERA LOS LLANOS C.A     ,J-08534750-0        ,,,,,
,,,,,,,,
,,BARRIO STA RITA FTE URB SN FCO,,,,,,
,,,,,,,,
,,SALIDA D/BNAS.GUANARE.PORTUGSA,,,,,,
,,,,Telf.:,,02572513823 ,,
,,                              ,,,,,,
C-0264,,"CONCRETERA SANTA RITA, C.A.   ",J-07527116-5        ,,,,,
,,,,,,,,
,,CARRETERA NACIONAL            ,,,,,,
,,,,,,,,
,,MARACAY-PALO NEGRO # 62-8     ,,,,,,
,,,,Telf.:,,   -        ,,
,, ,,,,,,
C-1989,,"CONCRETO EXPRESS, C.A                             ",J-29754385-6        ,,,,,
,,,,,,,,
,,CALLE PRINCIPAL LOCAL S/N SECTOR LLANO  ,,,,,,
,,,,,,,,
,,"DE SAN ANTONIO, LA VARIANTE  SAN JUAN   ",,,,,,
,,,,Telf.:,,            ,,
,,MERIDA                                  ,,,,,,
C-1870,,"CONCRETUBO, S.A                                   ",J-08502485-9        ,,,,,
,,,,,,,,
,,AV LAS INDUSTRIA CARRERA 1 C/CALLES 1 Y ,,,,,,
,,,,,,,,
,,1A EDIF CONCRETUBO PISO PB OF S/N ZONA  ,,,,,,
,,,,Telf.:,,            ,,
,,INDUSTRIAL III. BARQUISIMETO            ,,,,,,
C-1586,,CONIS C.A                                         ,J-30207917-9        ,,,,,
,,,,,,,,
,,AV.PPAL LECHERIAS C.C PPAL P.A          ,,,,,,
,,,,,,,,
,,LOCAL 14 LECHERIAS.ANZOATEGUI           ,,,,,,
,,,,Telf.:,,02812866833 ,,
,,                                        ,,,,,,
C-1257,,CONSORC. A.P.T AEROPUERTO 2000,J-30725801-2        ,,,,,
,,,,,,,,
,,AV EUGENIO MENDOZA 1RA Y 2DA  ,,,,,,
,,,,,,,,
,,TRANSV. DE LA CASTELLANA      ,,,,,,
,,,,Telf.:,,2672096     ,,
,,                              ,,,,,,
C-1776,,CONSORCIO ACR-CGS CAGUA                           ,J-31403140-6        ,,,,,
,,,,,,,,
,,AV LIBERTADOR C/C EL RETIRO EDIF EXA P-6,,,,,,
,,,,,,,,
,,OF 615 URB EL ROSAL. CARACAS            ,,,,,,
,,,,Telf.:,,02129534129 ,,
,,                                        ,,,,,,
C-1434,,CONSORCIO ACR-CGS INGENIEROS  ,J-30258145-1        ,,,,,
,,,,,,,,
,,AV LIBERTADOR TORRE EXA P-6   ,,,,,,
,,,,,,,,
,,OF-615 CHACAO CARACAS         ,,,,,,
,,,,Telf.:,,02129531155 ,,
,,                              ,,,,,,
C-1582,,CONSORCIO AFC                 ,J-31292539-6        ,,,,,
,,,,,,,,
,,AV E.MENDOZA /1ra Y 2dA TRANSV,,,,,,
,,,,,,,,
,,D/CASTELLANA QTA LUISA PB CCAS,,,,,,
,,,,Telf.:,,02129931989 ,,
,,                              ,,,,,,
C-1699,,CONSORCIO ALIPLUS                                 ,J-31619238-5        ,,,,,
,,,,,,,,
,,AV EUGENIO MENDOZA URB LA CASTELLANA    ,,,,,,
,,,,,,,,
,,QTA LUISA P.B. CARACAS                  ,,,,,,
,,,,Telf.:,,02127166666 ,,
,,                                        ,,,,,,
C-0362,,CONSORCIO BARSANTI DELL'ACQUA ,J-30283783-9        ,,,,,
,,,,,,,,
,,AV.BOLIVAR C/C GUZMAN DIAZ EDF,,,,,,
,,,,,,,,
,,RRAFEDO LOCAL # 2 PTO. LA CRUZ,,,,,,
,,,,Telf.:,,   -        ,,
,,                              ,,,,,,
C-1526,,CONSORCIO CABRIALES           ,J-31195231-4        ,,,,,
,,,,,,,,
,,AV EUGENIO MENDOZA ENTRE 3RA  ,,,,,,
,,,,,,,,
,,TRANSV.QTA LUISA. CARACAS     ,,,,,,
,,,,Telf.:,,02122679732 ,,
,,                              ,,,,,,
martes 13 septiembre 2022,,,,,Page 6 of,,, 89
,,,,,,,ESTADO,
CODIGO,NOMBRE / DIRECCION,,RIF/CEDULA,,,,CIUDAD,
C-1491,,CONSORCIO CAIGUA              ,J-31106647-0        ,,,,,
,,,,,,,,
,,AV INTERCOMUNAL CC CRISTAL    ,,,,,,
,,,,,,,,
,,"PLAZA, PB, OF-11 BARCELONA    ",,,,,,
,,,,Telf.:,,02812866029 ,,
,,                              ,,,,,,
C-1909,,CONSORCIO COINSA-JAMED                            ,J-31598865-8        ,,,,,
,,,,,,,,
,,CTRA CUA-SAN CASIMIRO EDIF TERRENO GRUPO,,,,,,
,,,,,,,,
,,INDUSTRIAL   FARALLON  PISO  S/N  LOCAL ,,,,,,
,,,,Telf.:,,02122854320 ,,
,,TERRENO GRUPO INDUSTRIAL F. CARACAS     ,,,,,,
C-1919,,CONSORCIO COINSA-JAMED II                         ,J-40141618-7        ,,,,,
,,,,,,,,
,,AV ROMULO GALLEGOS EDIF. TORRE KLM      ,,,,,,
,,,,,,,,
,,PIOS PH OF. PH-B URB. SANTA EDUVIGIS    ,,,,,,
,,,,Telf.:,,            ,,
,,                                        ,,,,,,
C-1304,,"CONSORCIO CONTUY MEDIO GRUPO""A",J-30083703-3,,,,,
,,,,,,,,
,,URB. INDUSTRIAL LOMAS DE ALBA-,,,,,,
,,,,,,,,
,,RENGA CHARALLAVE EDO MIRANDA,,,,,,
,,,,Telf.:,,02392460043,,
,, ,,,,,,
C-1330,,CONSORCIO DELL ACQUA BARSANTI ,J-30825429-0        ,,,,,
,,,,,,,,
,,CALLE LA ARBOLEDA EDF BARSANTI,,,,,,
,,,,,,,,
,,Z.I MATANZAS PTO ORDAZ.BOLIVAR,,,,,,
,,,,Telf.:,,02812871451 ,,
,,                              ,,,,,,
C-0497,,"CONSORCIO DESTA MIAMBECA, C.A.",J-30032483-4        ,,,,,
,,,,,,,,
,,URB.LOMAS D/ESTE TORRE TREBOL ,,,,,,
,,,,,,,,
,,PISO 13 OFICINA 131 - VALENCIA,,,,,,
,,,,Telf.:,,   -        ,,
,, ,,,,,,
C-1941,,CONSORCIO ESTRUCTURAS METALICAS MODERNAS          ,J-40299765-5        ,,,,,
,,,,,,,,
,,AV FRANCISCO DE MIRANDA EDIF CENTRO     ,,,,,,
,,,,,,,,
,,"GALIPAN TORRE B PISO 4 URB EL ROSAL,    ",,,,,,
,,,,Telf.:,,            ,,
,,CHACAO.                                 ,,,,,,
C-1616,,CONSORCIO EXMARCA-DESINCA                         ,J-30941573-5        ,,,,,
,,,,,,,,
,,AV FRANCISCO DE MIRANDA EDIF MENE GRANDE,,,,,,
,,,,,,,,
,,PISO 5 OF 54-A URB LOS PALOS GRANDES CCA,,,,,,
,,,,Telf.:,,02129531155 ,,
,,                                        ,,,,,,
C-1683,,"CONSORCIO IMICA SAITEC, C.A.",J-30207917-9,,,,,
,,,,,,,,
,,AVENIDA PRINCIPAL SECTOR EL PENON MINI,,,,,,
,,,,,,,,
,,CENTRO PRINCIPAL PISO 1 LOCAL 14 BARCELO,,,,,,
,,,,Telf.:,,            ,,
,, ,,,,,,
C-1310,,CONSORCIO OTEPI GBC           ,J-30804396-6        ,,,,,
,,,,,,,,
,,TERRAZAS DEL AVILA ZONA RENTAL,,,,,,
,,,,,,,,
,,EDIF OTEPI LA URBINA CARACAS  ,,,,,,
,,,,Telf.:,,02122042461 ,,
,,                              ,,,,,,
C-0968,,CONSORCIO SANTOSCMI-OTIPSA    ,J-30644781-4        ,,,,,
,,,,,,,,
,,URB. PARQUE INDUST. CASTILLITO,,,,,,
,,,,,,,,
,,CALLE 99 PARC.L-101 - VALENCIA,,,,,,
,,,,Telf.:,,            ,,
,, ,,,,,,
C-1878,,"""CONSORCIO SIDERURGICO PIAR""                      ",J-29721850-5        ,,,,,
,,,,,,,,
,,CTRA NACIONAL CIUDAD PIAR NRO SN ZONA   ,,,,,,
,,,,,,,,
,,URBANISMO RURAL SECTOR LA NARANJITA.    ,,,,,,
,,,,Telf.:,,            ,,
,,CIUDAD GUAYANA                          ,,,,,,
martes 13 septiembre 2022,,,,,Page 7 of,,, 89
,,,,,,,ESTADO,
CODIGO,NOMBRE / DIRECCION,,RIF/CEDULA,,,,CIUDAD,
C-1026,,CONSORCIO SOMOR-BARSANTI II   ,J-30566971-6        ,,,,,
,,,,,,,,
,,ZONA INDUST. MATANZAS FINAL   ,,,,,,
,,,,,,,,
,,CALLE ARBOLEDA ** PUERTO ORDAZ,,,,,,
,,,,Telf.:,,            ,,
